,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
baseline,0.9636363636363636,0.5818181818181818,0.7546176046176045,0.8060606060606058,0.7702822957281488
forward_negation,0.9454545454545454,0.6,0.7813131313131311,0.8060606060606058,0.7865804416422085
backward_negation,0.9636363636363636,0.5818181818181818,0.7625685425685423,0.7999999999999997,0.7742112955928598
forward_randomized_order,0.9272727272727272,0.509090909090909,0.6826984126984127,0.7393939393939393,0.697217986947246
backward_randomized_order,0.9636363636363636,0.2909090909090909,0.6628138528138527,0.6484848484848484,0.6351063615290861
forward_all,0.9454545454545454,0.5454545454545454,0.7057287157287156,0.7575757575757576,0.718949588567113
backward_all,0.9454545454545454,0.4,0.6797835497835497,0.6909090909090908,0.6689591750883467
direction,0.9272727272727272,0.6,0.7782828282828279,0.8060606060606058,0.7853683203937237
all,0.9636363636363636,0.6,0.7639393939393938,0.8060606060606058,0.7761308916293391
