,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
baseline,0.9074074074074074,0.35185185185185186,0.8014177180843847,0.8068783068783068,0.8021180481840253
forward_negation,0.9814814814814815,0.37037037037037035,0.83013838013838,0.8386243386243386,0.8324844410531377
backward_negation,0.8518518518518519,0.2962962962962963,0.7438226382670826,0.7698412698412701,0.745790693429076
forward_randomized_order,0.9074074074074074,0.24074074074074073,0.6885994663772442,0.7592592592592594,0.7133684242307682
backward_randomized_order,0.6851851851851852,0.12962962962962962,0.659524657441324,0.6005291005291007,0.6114766587605325
forward_all,0.9814814814814815,0.2777777777777778,0.716185049518383,0.7592592592592593,0.7306817690493075
backward_all,0.7592592592592593,0.14814814814814814,0.6642727128838238,0.6375661375661374,0.6364944879479948
direction,0.9629629629629629,0.3148148148148148,0.7688949938949939,0.7804232804232805,0.7647036631801895
all,0.9814814814814815,0.2962962962962963,0.7517947587392032,0.7619047619047621,0.7486541932090606
