,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
baseline,0.9782608695652174,0.21739130434782608,0.7768747680058083,0.7857142857142855,0.7756277045739234
forward_negation,0.9565217391304348,0.2391304347826087,0.8014036049202287,0.8167701863354035,0.805470928767973
backward_negation,0.8695652173913043,0.21739130434782608,0.7236559050497668,0.748447204968944,0.7302335677711697
forward_randomized_order,0.9565217391304348,0.1956521739130435,0.6965416122629408,0.7857142857142855,0.726971489004528
backward_randomized_order,0.8695652173913043,0.06521739130434782,0.5831485259554313,0.5807453416149069,0.5673689219254
forward_all,0.9347826086956522,0.1956521739130435,0.730678007268901,0.795031055900621,0.7503971964911832
backward_all,0.6956521739130435,0.08695652173913043,0.6166450415171643,0.6583850931677018,0.6254291229860894
direction,0.9782608695652174,0.21739130434782608,0.7236559050497668,0.7422360248447203,0.7250310411585609
all,0.9347826086956522,0.21739130434782608,0.7597116774731526,0.7826086956521736,0.7649603527621041
