,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
double_backward_negation,0.8260869565217391,0.0,0.6445302033857021,0.5124223602484471,0.5525670808002815
single_backward_neg,0.5652173913043478,0.021739130434782608,0.7114953886693018,0.5621118012422361,0.6114716946702423
single_backward,0.8260869565217391,0.0,0.640907014979905,0.5124223602484471,0.5520839888512745
double_forward_negation,0.9782608695652174,0.2391304347826087,0.7934265010351964,0.7919254658385091,0.7899042063932147
single_forward_neg,0.8695652173913043,0.17391304347826086,0.7788680522376172,0.77639751552795,0.7699230230169726
single_forward,0.9782608695652174,0.2391304347826087,0.7934265010351964,0.7919254658385091,0.7899042063932147
double_baseline_negation,0.9565217391304348,0.1956521739130435,0.7726251370113261,0.7577639751552793,0.7586425941597779
single_baseline_neg,0.8478260869565217,0.15217391304347827,0.762528289788015,0.7546583850931675,0.7502977208965128
single_baseline,0.9565217391304348,0.1956521739130435,0.7726251370113261,0.7577639751552793,0.7586425941597779
