,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
double_backward_negation,0.9454545454545454,0.36363636363636365,0.7900216450216448,0.709090909090909,0.7363193894996103
single_backward_neg,0.8909090909090909,0.34545454545454546,0.7765656565656563,0.6909090909090907,0.719045350556192
single_backward,0.9454545454545454,0.36363636363636365,0.799112554112554,0.7151515151515151,0.7435921167723374
double_forward_negation,0.9090909090909091,0.6545454545454545,0.7940404040404038,0.824242424242424,0.8020349871172086
single_forward_neg,0.9090909090909091,0.6727272727272727,0.8738383838383836,0.8606060606060604,0.863679604127755
single_forward,0.9090909090909091,0.6363636363636364,0.7849494949494947,0.8121212121212119,0.7911258962444813
double_baseline_negation,0.9636363636363636,0.6,0.7931024531024529,0.8121212121212118,0.7975301984724874
single_baseline_neg,0.9090909090909091,0.6727272727272727,0.86,0.8545454545454543,0.8532178436533685
single_baseline,0.9636363636363636,0.6,0.7931024531024529,0.8121212121212118,0.7975301984724874
