,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
double_backward_negation,0.7222222222222222,0.0,0.6460170487948267,0.5132275132275133,0.5619123615846624
single_backward_neg,0.7222222222222222,0.0,0.6460170487948267,0.5132275132275133,0.5619123615846624
single_backward,0.6851851851851852,0.018518518518518517,0.6928130511463844,0.47883597883597884,0.5520859355338062
double_forward_negation,0.9629629629629629,0.2962962962962963,0.7951577743244411,0.7830687830687829,0.7833491118414491
single_forward_neg,0.9629629629629629,0.2962962962962963,0.7951577743244411,0.7830687830687829,0.7833491118414491
single_forward,0.9444444444444444,0.3148148148148148,0.7955043413376748,0.7645502645502645,0.7719996591851578
double_baseline_negation,0.9074074074074074,0.2222222222222222,0.7829258190369301,0.7645502645502645,0.7692973198369634
single_baseline_neg,0.9074074074074074,0.2222222222222222,0.7829258190369301,0.7645502645502645,0.7692973198369634
single_baseline,0.9629629629629629,0.35185185185185186,0.8380511463844798,0.8280423280423279,0.8305883514630552
