,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
double_backward_negation,0.95,0.37,0.8191904761904761,0.7233333333333334,0.7558707473481684
single_backward_neg,0.92,0.36,0.8117896825396825,0.7133333333333334,0.7463700259292887
single_backward,0.9,0.4,0.8282619047619046,0.7333333333333333,0.7666509669386218
double_forward_negation,0.94,0.69,0.8354722222222223,0.8533333333333334,0.8395088309477907
single_forward_neg,0.94,0.7,0.8793611111111111,0.8733333333333334,0.8734133703035915
single_forward,0.9,0.67,0.8311666666666667,0.84,0.8286127273497886
double_baseline_negation,0.98,0.64,0.8178730158730159,0.8333333333333335,0.8215160457813485
single_baseline_neg,0.95,0.68,0.8546666666666667,0.8566666666666667,0.852144250630833
single_baseline,0.91,0.66,0.831345238095238,0.84,0.8301740546260514
