,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
baseline,0.9636363636363636,0.5454545454545454,0.7787878787878786,0.8666666666666664,0.8080837869921209
baseline_neg,0.9090909090909091,0.6363636363636364,0.8370129870129868,0.8969696969696968,0.8584729928834516
double_baseline_negation,0.9636363636363636,0.5454545454545454,0.7787878787878786,0.8666666666666664,0.8080837869921209
forward_ltsbs,0.9090909090909091,0.6,0.7797041847041845,0.8545454545454543,0.8022318555076569
forward_neg_ltsbs,0.9090909090909091,0.6363636363636364,0.8409956709956706,0.8848484848484846,0.8555522416970176
double_forward_negation,0.9090909090909091,0.6,0.7797041847041845,0.8545454545454543,0.8022318555076569
backward_ltsbs,0.9454545454545454,0.16363636363636364,0.7779653679653679,0.7454545454545454,0.7412342730908859
backward_neg_ltsbs,0.8909090909090909,0.2,0.6940692640692638,0.7454545454545451,0.6981462502040584
double_backward_negation,0.9454545454545454,0.16363636363636364,0.7779653679653679,0.7454545454545454,0.7412342730908859
