,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
baseline,0.8444444444444444,0.6888888888888889,0.820222863556197,0.8740740740740741,0.8345149431492476
baseline_neg,1.0,0.6888888888888889,0.8400925925925926,0.8666666666666667,0.8477022879142326
double_baseline_negation,1.0,0.6888888888888889,0.8400925925925926,0.8666666666666667,0.8477022879142326
forward_ltsbs,0.8888888888888888,0.7111111111111111,0.8463641296974629,0.8814814814814815,0.8556125667623597
forward_neg_ltsbs,0.9777777777777777,0.7333333333333333,0.8723148148148148,0.8962962962962961,0.8799245097364548
double_forward_negation,0.9777777777777777,0.7333333333333333,0.8723148148148148,0.8962962962962961,0.8799245097364548
backward_ltsbs,0.8444444444444444,0.2,0.7773884140550807,0.7925925925925927,0.7679484846389466
backward_neg_ltsbs,0.9555555555555556,0.13333333333333333,0.7839698573031906,0.7481481481481481,0.7428163952151209
double_backward_negation,0.9555555555555556,0.13333333333333333,0.7839698573031906,0.7481481481481481,0.7428163952151209
