,0,1,2,3,4
metric,avg_label_acc,avg_cot_acc,avg_cot_precision,avg_cot_recall,avg_cot_f1
baseline,0.9148936170212766,0.0851063829787234,0.7003850856964947,0.7891682785299807,0.7326238194551732
baseline_neg,0.8936170212765957,0.0851063829787234,0.6905399731475947,0.7756286266924562,0.719616379837328
double_baseline_negation,0.9148936170212766,0.0851063829787234,0.7003850856964947,0.7891682785299807,0.7326238194551732
forward_ltsbs,0.8936170212765957,0.10638297872340426,0.7126134490084494,0.8046421663442939,0.7465277312711975
forward_neg_ltsbs,0.8723404255319149,0.06382978723404255,0.6981563251538878,0.7891682785299803,0.7279145651719116
double_forward_negation,0.8936170212765957,0.10638297872340426,0.7126134490084494,0.8046421663442939,0.7465277312711975
backward_ltsbs,0.7659574468085106,0.0,0.5925785381354843,0.6073500967117988,0.5882842079993771
backward_neg_ltsbs,0.6808510638297872,0.02127659574468085,0.5696273810322621,0.632495164410058,0.5908734444189265
double_backward_negation,0.7659574468085106,0.0,0.5925785381354843,0.6073500967117988,0.5882842079993771
